id,target
cast_ok_0_452.jpeg,1
cast_ok_0_147.jpeg,1
cast_ok_0_239.jpeg,1
cast_ok_0_405.jpeg,1
cast_ok_0_413.jpeg,1
cast_ok_0_278.jpeg,1
cast_ok_0_444.jpeg,1
cast_ok_0_346.jpeg,1
cast_ok_0_307.jpeg,1
cast_ok_0_242.jpeg,1
cast_ok_0_184.jpeg,1
cast_ok_0_350.jpeg,1
